customer_id,age,marital_status,employment_status,city,household_dependents,monthly_income,credit_history_type,outstanding_liabilities,Total_Credits,Total_Debits,yearly_income,debt_to_income_ratio,spend_to_income,life_stability_score,life_stability_score_adj,base_risk_score,final_risk_label
83214,52,Married,Salaried,Faisalabad,1,662068,Thick File,36669325.21677098,5752743.1060221335,1759048.5371003554,7944816,4.615502813566502,0.3057755576610707,0.8500000000000001,0.7852953947466811,2.0068987219213055,High
58471,28,Single,Salaried,Karachi,1,1172673,Thick File,24228817.59415118,11101332.491049228,3177365.2403927017,14072076,1.7217655641133274,0.2862147365408439,0.89,0.8549417791288897,0.8251459386524039,Low
72289,49,Single,Salaried,Islamabad,4,936390,Thick File,45981884.29665616,8538806.331985824,2373957.6147861206,11236680,4.092123314407178,0.2780198126608886,0.8200000000000001,0.7296759754798756,1.8017372663242133,High
69776,58,Married,Salaried,Islamabad,4,754070,Thin File,38094570.014791496,6836001.026802303,1958082.915537528,9048840,4.209883897262809,0.28643685415252373,0.8,0.691375960094105,1.8613624678349807,High
6320,63,Married,Salaried,Lahore,3,72228,No Credit History,0.0,539854.65,141013.43,866736,0.0,0.26120580566305085,0.8,0.691375960094105,0.16857804195854154,Low
73279,44,Single,Salaried,Lahore,1,1503299,Thin File,89211093.1650521,12187236.552714184,4727224.608835529,18039588,4.945295215154409,0.38788319242884883,0.8600000000000001,0.8032369721027786,2.163067960386166,High
28090,49,Single,Self-Employed,Islamabad,3,470662,Thin File,2231729.2394192657,1282272.4,1689989.7000000002,5647944,0.3951400446391149,1.3179636261658398,0.62,0.3483164119172887,0.7822641840343677,Low
58706,55,Married,Salaried,Karachi,4,731412,Thin File,17353667.76634472,6634977.769445922,1797943.4647460424,8776944,1.9771877078350975,0.27097953546220405,0.8300000000000001,0.7484887014643447,0.9485957451797242,Low
9931,52,Married,Salaried,Karachi,6,1922061,Thin File,86389301.55727556,17865226.23,6070323.98,23064732,3.7455149191311063,0.33978431406718806,0.7900000000000001,0.6719509733853607,1.6991427342296184,High
76809,54,Married,Salaried,Lahore,3,642887,Thin File,35633523.91044434,5559514.216305164,2741647.78205806,7714644,4.618945383805002,0.49314511704496256,0.8300000000000001,0.7484887014643447,2.0830567691216517,High
15387,42,Married,Salaried,Karachi,4,773078,Thick File,7188849.1784208175,6836363.18,1674014.73,9276936,0.7749162442755424,0.24486915645854315,0.8300000000000001,0.7484887014643447,0.45854852710462096,Low
34754,34,Single,Salaried,Islamabad,1,224409,No Credit History,0.0,1871742.45,611987.84,2692908,0.0,0.32696138992766344,0.98,0.9875189794457219,0.11755674161325173,Low
45670,59,Married,Self-Employed,Lahore,3,150411,No Credit History,0.0,454041.11,500252.55,1804932,0.0,1.1017756701024934,0.5499999999999999,0.23905773332235525,0.5758570512052839,Low
55039,54,Married,Salaried,Lahore,1,625236,Thick File,16018891.069802526,5792401.398315975,2008535.735866452,7502832,2.1350456647245815,0.34675348806056594,0.8700000000000001,0.8208390099170871,1.020172234231759,Medium
59113,44,Married,Self-Employed,Lahore,3,769338,Thick File,6489048.719522919,2195254.243894085,2563779.208481483,9232056,0.7028822200212714,1.1678729458054666,0.63,0.3655577057360301,0.8485189926064144,Low
63791,52,Married,Salaried,Faisalabad,3,88046,No Credit History,0.0,871022.6290220801,211034.5172962214,1056552,0.0,0.24228334371727103,0.81,0.7106282446056177,0.15714210914964044,Low
43780,53,Married,Salaried,Karachi,4,675024,Thick File,38107494.82606924,5756309.44,2079543.0,8100288,4.70446114034564,0.36126317745990083,0.8300000000000001,0.7484887014643447,2.0711043928831354,High
14596,45,Married,Salaried,Rawalpindi,3,539425,Thin File,29689280.66060216,4608106.05,1879870.84,6473100,4.586562245916163,0.40794860440579395,0.7700000000000001,0.632716080795398,2.069227889709644,High
919,61,Married,Salaried,Karachi,3,74070,No Credit History,0.0,551794.83,282747.35,888840,0.0,0.5124129879705688,0.8,0.691375960094105,0.2565005557661728,Low
23542,65,Married,Pensioner,Lahore,5,149763,No Credit History,0.0,439951.5500000001,448711.72,1797156,0.0,1.0199093515880289,0.6200000000000001,0.348316411917289,0.5198891700764878,Low
72258,38,Single,Salaried,Karachi,3,1444414,Thick File,82379500.12342788,12795635.494135853,4979716.650940924,17332968,4.752763368089326,0.38917303201158393,0.8200000000000001,0.7296759754798756,2.104896914569816,High
32973,27,Single,Salaried,Karachi,1,193933,No Credit History,0.0,1857918.98,572181.02,2327196,0.0,0.30796860260903164,0.89,0.8549417791288897,0.14405356613093864,Low
21158,64,Married,Salaried,Lahore,5,53005,No Credit History,0.0,432073.65,177206.12,636060,0.0,0.4101284812705397,0.7600000000000001,0.6129749916219682,0.24030122053919684,Low
55713,54,Single,Self-Employed,Rawalpindi,2,567572,Thick File,18340564.27903028,1608824.412577689,1420777.4070790715,6810864,2.6928392031012622,0.8831147220646375,0.6000000000000001,0.3149901878952225,1.5574782869893222,High
39331,27,Single,Salaried,Rawalpindi,1,135833,No Credit History,0.0,1163627.64,394706.98,1629996,0.0,0.33920356240114546,0.8300000000000001,0.7484887014643447,0.18159907147431475,Low
60202,42,Married,Salaried,Karachi,3,749737,Thick File,26805826.04122285,6997383.55540259,2690285.5398778054,8996844,2.979469585307166,0.38447015718189603,0.8300000000000001,0.7484887014643447,1.389230213770444,Medium
28442,33,Married,Self-Employed,Rawalpindi,3,597515,Thin File,29186463.626637407,1865730.12,1602109.53,7170180,4.070533732222019,0.8587033323429798,0.6900000000000001,0.4757684710474996,2.0598175414469755,High
81186,43,Single,Salaried,Islamabad,4,2517837,Thick File,146828227.31946322,22126961.504504908,7123508.990106583,30214044,4.859601795107647,0.32193795188364793,0.8200000000000001,0.7296759754798756,2.124100007332367,High
40993,58,Married,Salaried,Karachi,3,940111,Thin File,47594407.924518906,6937713.48,3500283.25,11281332,4.2188638456571494,0.5045297352738564,0.8,0.691375960094105,1.9412869555851833,High
37724,22,Single,Salaried,Karachi,1,108425,No Credit History,0.0,871565.6,364397.51,1301100,0.0,0.4180948535659811,0.8,0.691375960094105,0.22348920872456712,Low
29401,65,Married,Pensioner,Karachi,4,73196,No Credit History,0.0,213984.74,220371.11,878352,0.0,1.0298401659848921,0.66,0.4193591638191916,0.5056042671399144,Low
18059,25,Single,Salaried,Karachi,1,274083,No Credit History,0.0,2441313.05,622276.26,3288996,0.0,0.254893982197825,0.8,0.691375960094105,0.1663689037457125,Low
29047,65,Married,Self-Employed,Lahore,1,117512,No Credit History,0.0,368558.83,308870.36,1410144,0.0,0.838046729075168,0.59,0.2989368957088705,0.46858213124909115,Low
36594,23,Single,Salaried,Islamabad,3,69088,No Credit History,0.0,683126.02,235222.77,829056,0.0,0.3443324054141497,0.66,0.4193591638191916,0.2656765509401545,Low
62081,62,Married,Salaried,Karachi,3,195166,No Credit History,0.0,1685037.8454856784,784551.5470480956,2341992,0.0,0.46559849296647193,0.8,0.691375960094105,0.24011548251473894,Low
44620,54,Married,Salaried,Islamabad,3,547213,Thick File,14174779.183446296,4347105.87,2125279.89,6566556,2.158631864985912,0.48889524770298554,0.8300000000000001,0.7484887014643447,1.0974439073243236,Medium
50080,46,Married,Salaried,Rawalpindi,2,679654,Thick File,28618987.735309035,6656015.473817763,2090286.657931703,8155848,3.5090139279563703,0.3140446941731733,0.8100000000000002,0.7106282446056179,1.5858641529917543,High
58386,46,Married,Self-Employed,Lahore,2,595531,Thick File,21564492.007185705,2326953.5642182343,1600025.628391913,7146372,3.0175435857022443,0.6876050151539848,0.67,0.4379080141887725,1.5882021860375994,High
69686,45,Married,Salaried,Islamabad,2,562103,Thin File,30808800.3950556,4822630.396576022,1692651.2825535552,6745236,4.567489681245537,0.3509808532651502,0.8700000000000001,0.8208390099170871,1.9946294186617455,High
13361,65,Married,Pensioner,Karachi,5,79346,No Credit History,0.0,220212.31,183131.31,952152,0.0,0.831608725194676,0.6200000000000001,0.348316411917289,0.4539839508388143,Low
3554,54,Single,Self-Employed,Islamabad,1,223805,Thin File,4027631.902364355,406217.03,614382.02,2685660,1.4996799307002466,1.512443994669562,0.66,0.4193591638191916,1.2743875794596473,Medium
41876,64,Married,Salaried,Lahore,5,173051,No Credit History,0.0,1466983.52,467440.79,2076612,0.0,0.31864057433953014,0.7600000000000001,0.6129749916219682,0.20828045311334348,Low
55828,49,Single,Salaried,Karachi,2,2829663,Thick File,103089459.00993463,25437027.6596276,9889265.030850524,33955956,3.035975661352576,0.38877437939700393,0.8600000000000001,0.8032369721027786,1.3996520543042872,Medium
44709,65,Married,Salaried,Faisalabad,3,117271,No Credit History,0.0,1013214.97,298205.12,1407252,0.0,0.29431545576605944,0.78,0.6523863358043704,0.18991382556702818,Low
67973,43,Married,Salaried,Rawalpindi,2,764131,Thick File,35454550.46770037,6514003.101728,1997581.0043201847,9169572,3.866543236822518,0.30665946369150693,0.8100000000000002,0.7106282446056179,1.7262910458696301,High
441,38,Single,Self-Employed,Lahore,3,483934,No Credit History,0.0,1429162.54,1690337.73,5807208,0.0,1.1827461887251896,0.62,0.3483164119172887,0.5768820630744942,Low
46238,60,Single,Self-Employed,Islamabad,3,559946,Thin File,6023883.990383689,1631203.03,1461092.76,6719352,0.8964976226704698,0.8957142902595698,0.5399999999999999,0.22520819031011657,0.8657970030815083,Low
82658,39,Married,Salaried,Lahore,3,607513,Thick File,34111875.11994357,5417123.096262378,1358751.8822429157,7290156,4.679168791556007,0.25082531950493914,0.8300000000000001,0.7484887014643447,2.0223342030830453,High
51497,57,Single,Salaried,Karachi,1,643442,Thick File,14795857.181162998,5411053.379620332,1806434.761750135,7721304,1.9162378873989563,0.33384154640058966,0.8300000000000001,0.7484887014643447,0.9462175208337027,Low
63331,27,Single,Salaried,Karachi,1,67695,No Credit History,0.0,622537.6898542511,195290.12904702613,812340,0.0,0.31369958563177414,0.89,0.8549417791288897,0.1460594101888985,Low
82710,30,Single,Salaried,Karachi,4,1742320,Thick File,82873305.83559288,15977771.613785146,4571114.272851254,20907840,3.9637428769232024,0.28609208450666224,0.85,0.7852953947466808,1.7393055316599426,High
49469,29,Single,Salaried,Karachi,1,253668,No Credit History,0.0,2306808.47,816242.87,3044016,0.0,0.353840609991947,0.89,0.8549417791288897,0.16010876871495902,Low
35496,36,Single,Salaried,Karachi,2,418435,Thin File,3304475.237126235,3380298.23,1402126.4500000002,5021220,0.6581019312088106,0.41479358914624853,0.8600000000000001,0.8032369721027786,0.45760928565901654,Low
42437,63,Married,Self-Employed,Karachi,4,96047,No Credit History,0.0,315523.31,320364.78,1152564,0.0,1.0153410366383497,0.44999999999999996,0.1208580178068054,0.5751548583717211,Low
878,48,Single,Salaried,Lahore,3,771210,Thick File,14849339.651848374,8092159.07,2316702.09,9254520,1.6045497818685996,0.28628970138500975,0.8200000000000001,0.7296759754798756,0.8096023143622244,Low
6741,24,Married,Salaried,Karachi,5,165377,No Credit History,0.0,1368539.03,529342.74,1984524,0.0,0.38679375713986236,0.6300000000000001,0.36555770573603036,0.29398838856494425,Low
41136,23,Single,Salaried,Karachi,1,61826,No Credit History,0.0,554514.0800000001,175601.8,741912,0.0,0.3166763291631311,0.8,0.691375960094105,0.18799272518356963,Low
63817,23,Single,Salaried,Karachi,1,194945,No Credit History,0.0,1724869.4493598854,476668.8505122974,2339340,0.0,0.27635052284024775,0.8,0.691375960094105,0.17387869297056047,Low
12807,57,Married,Self-Employed,Rawalpindi,3,561015,Thick File,5863305.188299152,1484406.79,1717316.4300000002,6732180,0.8709369501947664,1.1569034072503757,0.48999999999999994,0.16279123216862815,0.962593164573381,Low
41454,57,Single,Salaried,Faisalabad,1,136295,No Credit History,0.0,1165881.59,448245.56,1635540,0.0,0.3844688683446246,0.81,0.7106282446056177,0.20690704276921418,Low
75712,25,Single,Salaried,Karachi,1,2711481,Thick File,157709965.3861986,23250851.021566715,5222611.64190246,32537772,4.846980934626306,0.22462022626345646,0.8,0.691375960094105,2.0945654630192063,High
24697,65,Married,Salaried,Faisalabad,3,130037,No Credit History,0.0,1139633.96,419513.66,1560444,0.0,0.36811231203367084,0.78,0.6523863358043704,0.2157427252606922,Low
12356,33,Single,Salaried,Lahore,1,613279,Thin File,28109505.923181325,5816272.62,1212861.46,7359348,3.819564192862891,0.20852895500469937,0.98,0.9875189794457219,1.603931066535371,High
11361,48,Single,Self-Employed,Lahore,1,588260,Thin File,19110782.57282637,2187542.14,2218197.71,7059120,2.707246776592492,1.014013241357151,0.66,0.4193591638191916,1.5829635541572018,High
4148,58,Married,Self-Employed,Lahore,4,111516,No Credit History,0.0,302833.85,281370.23,1338192,0.0,0.929121037423533,0.44999999999999996,0.1208580178068054,0.5449778586465351,Low
29995,65,Married,Salaried,Faisalabad,1,139086,No Credit History,0.0,1424688.6,387206.82,1669032,0.0,0.27178328528544043,0.8200000000000001,0.7296759754798756,0.16270515597993523,Low
69691,49,Single,Salaried,Lahore,2,744870,Thick File,41827535.1206391,7123539.491532228,1765218.5799197825,8938440,4.679511239223832,0.24780073644813314,0.8600000000000001,0.8032369721027786,2.0077255104206846,High
69321,42,Single,Salaried,Lahore,3,2963567,Thin File,159600334.06850573,24807746.792237382,6413347.356129893,35562804,4.487844366283979,0.2585219508776488,0.8200000000000001,0.7296759754798756,1.9532014354507998,High
47190,49,Single,Salaried,Islamabad,1,1356824,Thick File,44939900.348266855,12375606.36,3720394.290000001,16281888,2.7601158777256654,0.30062316796062294,0.8600000000000001,0.8032369721027786,1.2584552168507896,Medium
28152,34,Single,Self-Employed,Lahore,1,687863,Thick File,38783912.66614059,2138249.26,2205942.19,8254356,4.6985988934256895,1.031657627391099,0.78,0.6523863358043704,2.3274231430060675,High
13708,56,Married,Self-Employed,Lahore,3,529960,Thin File,4549933.764091263,1515179.7699999998,1240982.88,6359520,0.7154522744859656,0.8190328867492161,0.5499999999999999,0.23905773332235525,0.7630779868260231,Low
55445,57,Married,Self-Employed,Karachi,5,676574,Thick File,14218838.969304103,1704878.3109651469,1793818.621737918,8118888,1.7513281643959049,1.0521675113310054,0.4099999999999999,0.08553382820845162,1.2974064376721008,Medium
16531,62,Married,Salaried,Lahore,5,183942,No Credit History,0.0,1818871.2,626313.94,2207304,0.0,0.3443419169307222,0.7600000000000001,0.6129749916219682,0.21727592302026072,Low
11932,65,Married,Pensioner,Lahore,3,72030,No Credit History,0.0,172820.34,246701.27,864360,0.0,1.427493097785262,0.76,0.612974991621968,0.5963788363193496,Low
17359,24,Single,Salaried,Faisalabad,3,151925,No Credit History,0.0,1476361.09,459032.74,1823100,0.0,0.3109215165501845,0.64,0.3831597435503386,0.2630325949049799,Low
30026,59,Married,Salaried,Karachi,4,622642,Thin File,35848955.55582534,5412684.62,833911.01,7471704,4.797961851521887,0.1540660345981816,0.8,0.691375960094105,2.050263862694592,High
36651,33,Married,Salaried,Islamabad,3,587779,Thin File,16623473.196963642,5737004.83,1311073.29,7053348,2.3568198875404636,0.2285291890665553,0.95,0.9473389823307615,1.0358784256067894,Medium
35257,56,Married,Pensioner,Lahore,5,686528,Thick File,20797969.813670296,2413728.04,1791079.19,8238336,2.524534965451194,0.7420382156896947,0.6200000000000001,0.348316411917289,1.4324482586925487,Medium
10933,57,Married,Salaried,Karachi,6,1144162,Thin File,7362455.749072756,11110393.12,3271794.16,13729944,0.5362334480635397,0.2944804769895958,0.7600000000000001,0.6129749916219682,0.41431779826628234,Low
45661,37,Married,Salaried,Karachi,3,319342,Thin File,3017253.1131310733,2657365.97,1021871.56,3832104,0.7873618058824258,0.38454288456817837,0.8300000000000001,0.7484887014643447,0.5124125565857466,Low
19179,65,Married,Pensioner,Karachi,5,93906,No Credit History,0.0,349591.44,303291.98,1126872,0.0,0.8675587492681477,0.6200000000000001,0.348316411917289,0.46656645926452944,Low
41461,35,Single,Self-Employed,Islamabad,1,514159,Thick File,22642832.21287314,1941882.24,911494.36,6169908,3.6698810651620857,0.4693868000014254,0.78,0.6523863358043704,1.7191412221142408,High
49777,54,Married,Salaried,Rawalpindi,3,485138,No Credit History,0.0,4414925.28,1097404.79,5821656,0.0,0.24856695681903887,0.7700000000000001,0.632716080795398,0.1788194146878141,Low
65842,44,Married,Salaried,Islamabad,1,216111,No Credit History,0.0,2242456.035957801,680667.3795072403,2593332,0.0,0.30353641946879606,0.8700000000000001,0.8208390099170871,0.15102799433480685,Low
53001,41,Married,Self-Employed,Lahore,3,401722,Thin File,5084366.080415134,1343729.26936154,1244719.2789073158,4820664,1.0547022206303767,0.9263163205356174,0.63,0.3655577057360301,0.9047021740056093,Low
52837,33,Single,Salaried,Karachi,5,1388874,Thick File,32536056.13478613,12061073.847026993,3574106.3973219786,16666488,1.9521841783705092,0.29633398703292035,0.9,0.8714065277578947,0.9167389348702522,Low
45073,26,Single,Salaried,Lahore,3,51286,No Credit History,0.0,493062.57,158310.0,615432,0.0,0.32107421767136435,0.75,0.5931983578265585,0.2140763867283379,Low
74892,55,Married,Self-Employed,Karachi,5,645404,Thick File,29360014.111949064,1762389.150483676,1794847.4938740628,7744848,3.790908526679999,1.0184166618166126,0.49,0.16279123216862826,2.082111434265657,High
76785,57,Single,Salaried,Lahore,2,1064813,Thin File,49884601.628999226,10138834.776408715,4122385.8834719295,12777756,3.9040186496737435,0.40659361433430014,0.8300000000000001,0.7484887014643447,1.7667930495204165,High
73223,25,Single,Salaried,Karachi,1,1789331,Thin File,93258626.42999652,15937630.124526264,4931664.667890591,21471972,4.343272340645944,0.3094352372292831,0.8,0.691375960094105,1.9227672792651007,High
23143,59,Single,Salaried,Karachi,1,592709,Thin File,16128827.331085486,5181780.81,1833558.63,7112508,2.2676705690053236,0.3538471315912084,0.8300000000000001,0.7484887014643447,1.0937925482929662,Medium
8904,54,Single,Salaried,Karachi,3,305719,Thin File,3262026.7348736883,2735380.67,1072522.7,3668628,0.8891677885318162,0.39209252286902985,0.8200000000000001,0.7296759754798756,0.5604805045469181,Low
39342,31,Single,Salaried,Rawalpindi,1,742553,Thin File,23099620.71346446,6685398.07,1968107.27,8910636,2.5923646887943548,0.2943888987617309,0.92,0.9030890950320255,1.1642097163263414,Medium
37424,48,Married,Self-Employed,Rawalpindi,5,580542,Thick File,24002989.37321256,1129565.37,1932648.62,6966504,3.4454851282260703,1.7109650847696536,0.43000000000000005,0.10240813880657502,2.201429796258163,High
38094,25,Single,Salaried,Islamabad,1,175850,No Credit History,0.0,1623751.2799999998,435327.46,2110200,0.0,0.26809967589391165,0.8,0.691375960094105,0.17099089653934285,Low
59579,35,Single,Self-Employed,Karachi,1,304760,Thin File,3264297.3701381665,787227.871247037,949582.365932648,3657120,0.8925866467470358,1.2062341723169139,0.78,0.6523863358043704,0.8661200350586415,Low
71981,58,Married,Salaried,Karachi,3,2554293,Thick File,115247752.12951288,21792044.51710467,5977396.312951606,30651516,3.7599363232009977,0.2742925765394498,0.8,0.691375960094105,1.6771329410456803,High
68473,54,Single,Self-Employed,Karachi,3,584987,Thick File,19961457.93059116,1403498.7582565409,1771310.6424171175,7019844,2.8435753112199995,1.2620669380217633,0.62,0.3483164119172887,1.742074449816295,High
1729,63,Single,Salaried,Islamabad,5,187069,No Credit History,0.0,1858522.66,450265.51,2244828,0.0,0.2422705288562213,0.7500000000000001,0.5931983578265588,0.18649509564303773,Low
80094,54,Married,Salaried,Islamabad,5,519995,Thick File,24148356.305952583,4400788.02827324,1720360.3669942084,6239940,3.86996548620453,0.3909208907633627,0.7900000000000001,0.6719509733853607,1.766820762902649,High
28075,54,Single,Salaried,Rawalpindi,3,734921,Thick File,29428236.14963912,5773858.43,2861720.6500000004,8819052,3.3368929917576318,0.4956339316352218,0.7600000000000001,0.6129749916219682,1.6049853248698884,High
36376,48,Married,Salaried,Karachi,3,261761,Thin File,2754900.2699909504,2350331.08,732282.73,3141132,0.8770403131580071,0.3115656448002871,0.8300000000000001,0.7484887014643447,0.5227419255772172,Low
4465,26,Single,Salaried,Karachi,3,201296,Thin File,2122795.9591423804,1665894.5,659615.79,2415552,0.8788033047266528,0.39595268130564015,0.75,0.5931983578265585,0.5918051708909955,Low
20197,48,Single,Salaried,Karachi,3,644298,Thin File,19958207.62932701,5613776.4,1919141.41,7731576,2.5813889752798183,0.3418627553703857,0.8200000000000001,0.7296759754798756,1.2197885606215935,Medium
49452,41,Married,Self-Employed,Rawalpindi,3,769945,Thick File,11802328.852870911,1763813.42,2409633.16,9239340,1.2773994219794367,1.3661489171859702,0.5700000000000001,0.268112784501638,1.1720836936814547,Medium
81002,36,Married,Salaried,Lahore,4,2004867,Thick File,112365879.8518434,19328036.20607697,5337413.786251389,24058404,4.670545692943627,0.2761487744121913,0.8300000000000001,0.7484887014643447,2.0277481728556315,High
10979,22,Single,Salaried,Islamabad,1,51783,No Credit History,0.0,533123.4400000001,167457.47,621396,0.0,0.31410578363280434,0.8,0.691375960094105,0.18709303424795526,Low
72137,42,Married,Salaried,Karachi,1,520815,Thin File,28993636.25170539,4678649.951097264,1348090.8609201298,6249780,4.6391443558910925,0.28813666054826503,0.8700000000000001,0.8208390099170871,2.001295821069058,High
42818,25,Single,Salaried,Karachi,1,1512381,Thin File,38292133.38418494,14624318.95,2383779.03,18148572,2.109925302897641,0.1630010173567079,0.8,0.691375960094105,0.9781764872103779,Low
13350,64,Married,Salaried,Karachi,3,189490,No Credit History,0.0,1867181.15,612210.5,2273880,0.0,0.3278793662417992,0.8,0.691375960094105,0.19191378816110347,Low
57641,57,Married,Self-Employed,Karachi,1,248484,Thin File,2211311.112470369,605039.9279554917,802527.9883535969,2981808,0.7416005225252084,1.326402812228651,0.59,0.2989368957088705,0.9361469693628935,Low
80778,39,Single,Salaried,Islamabad,1,2691024,Thick File,142704857.45773247,26616616.425292704,6527798.864648638,32292288,4.419162031459971,0.24525275921971712,0.8600000000000001,0.8032369721027786,1.9026940352851947,High
30100,50,Married,Salaried,Lahore,3,117597,No Credit History,0.0,973982.78,329845.17,1411164,0.0,0.33865571149449736,0.8300000000000001,0.7484887014643447,0.18140732365698792,Low
29174,34,Single,Salaried,Karachi,4,631318,Thick File,23055147.104259763,5672378.73,1889344.27,7575816,3.0432555464657822,0.33307788969198643,0.94,0.9330359962362865,1.3506204809194364,Medium
65729,62,Married,Salaried,Karachi,3,154079,No Credit History,0.0,1357843.1574384144,566957.9668724521,1848948,0.0,0.4175427377041733,0.8,0.691375960094105,0.2232959681729344,Low
11875,36,Married,Salaried,Lahore,3,211118,Thin File,1096647.6592753828,1762623.15,803290.77,2533416,0.43287293772615515,0.4557357108717704,0.8300000000000001,0.7484887014643447,0.39553449852949557,Low
2839,27,Single,Salaried,Karachi,1,106358,No Credit History,0.0,850619.3099999999,383849.9,1276296,0.0,0.45125879959297005,0.89,0.8549417791288897,0.1942051350753171,Low
44439,51,Married,Self-Employed,Faisalabad,1,422247,No Credit History,0.0,1313950.15,821314.05,5066964,0.0,0.6250719823183686,0.6500000000000001,0.4011013209064364,0.3684998635848199,Low
58848,52,Married,Salaried,Karachi,3,721799,Thin File,16771435.506189492,6442330.119435105,1925310.591849801,8661588,1.9363000837593993,0.2988530946572367,0.8300000000000001,0.7484887014643447,0.9419964412677064,Low
26100,65,Married,Pensioner,Lahore,5,90755,No Credit History,0.0,225665.93,281477.24,1089060,0.0,1.2473127542436102,0.6200000000000001,0.348316411917289,0.5994803610059414,Low
37558,24,Single,Self-Employed,Rawalpindi,1,198283,No Credit History,0.0,596308.29,571211.51,2379396,0.0,0.9579114724172753,0.54,0.22520819031011668,0.5289669677685171,Low
41600,33,Single,Salaried,Karachi,1,209626,No Credit History,0.0,2012605.23,455606.66,2515512,0.0,0.22637645318229985,0.98,0.9875189794457219,0.08235201375237447,Low
62961,61,Single,Salaried,Lahore,1,157799,No Credit History,0.0,1532261.0696319386,407879.80208180856,1893588,0.0,0.26619454345677596,0.8300000000000001,0.7484887014643447,0.1560459148437854,Low
64556,51,Single,Salaried,Faisalabad,2,192543,No Credit History,0.0,1735703.4743024858,535810.0201963078,2310516,0.0,0.30869887594870066,0.8400000000000001,0.7670375518339256,0.16628521862356382,Low
6617,53,Single,Self-Employed,Karachi,1,759510,Thick File,28721424.255631976,1700639.92,2943982.97,9114120,3.1513103957728865,1.7311020423994035,0.66,0.4193591638191916,2.011570082194148,High
65348,22,Single,Salaried,Karachi,1,108189,No Credit History,0.0,879030.7594855962,370002.6431849095,1298268,0.0,0.42092067686090506,0.8,0.691375960094105,0.22447824687779053,Low
1402,64,Married,Salaried,Lahore,2,90390,No Credit History,0.0,851201.57,219335.18,1084680,0.0,0.25767683008757836,0.8400000000000001,0.7670375518339256,0.14842750257217102,Low
28968,64,Single,Self-Employed,Lahore,1,113914,No Credit History,0.0,318993.96,357597.26,1366968,0.0,1.121012256745373,0.58,0.28330762062109155,0.5715273847056077,Low
48183,27,Single,Salaried,Islamabad,1,1830961,Thick File,92683430.88867833,17530784.66,5536357.91,21971532,4.218341564454256,0.3158077462912749,0.89,0.8549417791288897,1.8341338922014265,High
12559,22,Single,Salaried,Rawalpindi,3,197351,No Credit History,0.0,1788600.65,712900.21,2368212,0.0,0.3985796446067239,0.6000000000000001,0.3149901878952225,0.3107553286385477,Low
73829,57,Married,Salaried,Karachi,4,617837,Thick File,27210825.177824285,5157942.589662683,2198732.16757408,7414044,3.670172649049781,0.4262807704955672,0.8,0.691375960094105,1.694423339269835,High
